arquivo,slug,camel,categoria,decisao,uso
Accounting-Bill--Streamline-Ultimate.svg,accounting-bill,accountingBill,generico,new,
Actions-Authentication-Squares-Arrow--Streamline-Ultimate.svg,authentication,authentication,generico,new,Autenticação
Add--Streamline-Ultimate.svg,add,add,upgrade,upgrade,substitui add
Add-Square--Streamline-Ultimate.svg,add-square,addSquare,generico,new,
Ai-Email-Generator-Spark--Streamline-Ultimate.svg,ai-email-generator-spark,aiEmailGeneratorSpark,generico,new,
Ai-File-Spark--Streamline-Ultimate.svg,ai-file-spark,aiFileSpark,generico,new,
Ai-Folder-Spark--Streamline-Ultimate.svg,ai-folder-spark,aiFolderSpark,generico,new,
Ai-Landscape-Image-Spark--Streamline-Ultimate.svg,ai-landscape-image-spark,aiLandscapeImageSpark,generico,new,
Ai-Map-Generating-Spark--Streamline-Ultimate.svg,ai-map-generating-spark,aiMapGeneratingSpark,generico,new,
Ai-Prompt-Spark--Streamline-Ultimate.svg,ai-prompt-spark,aiPromptSpark,generico,new,
Ai-Tagging-Spark--Streamline-Ultimate.svg,ai-tagging-spark,aiTaggingSpark,generico,new,
Ai-Upscale-Spark--Streamline-Ultimate.svg,ai-upscale-spark,aiUpscaleSpark,generico,new,
Ai-Video-Camera-Spark--Streamline-Ultimate.svg,ai-video-camera-spark,aiVideoCameraSpark,generico,new,
Ai-Video-Spark--Streamline-Ultimate.svg,ai-video-spark,aiVideoSpark,generico,new,
Airplane-Mode-Phone--Streamline-Ultimate.svg,airplane-mode-phone,airplaneModePhone,generico,new,
Airplane-Plane-Mode--Streamline-Ultimate.svg,airplane-plane-mode,airplanePlaneMode,generico,new,
Alarm-Bell--Streamline-Ultimate.svg,bell,bell,upgrade,upgrade,substitui bell
Alarm-Bell-Check--Streamline-Ultimate.svg,bell-check,bellCheck,generico,new,
Alarm-Bell-Cog-Setting--Streamline-Ultimate.svg,bell-cog-setting,bellCogSetting,generico,new,
Alarm-Bell-Disable--Streamline-Ultimate.svg,bell-disable,bellDisable,generico,new,
Alarm-Bell-Off--Streamline-Ultimate.svg,bell-off,bellOff,generico,new,
Analytics-Bars--Streamline-Ultimate.svg,analytics-bars,analyticsBars,generico,new,
Analytics-Graph-Bar-1--Streamline-Ultimate.svg,analytics-graph-bar,analyticsGraphBar,generico,new,
Analytics-Pie-2--Streamline-Ultimate.svg,analytics-pie,analyticsPie,generico,new,
Android-1--Streamline-Ultimate.svg,android,android,generico,new,
App-Store-Logo--Streamline-Ultimate.svg,app-store-logo,appStoreLogo,generico,new,
App-Window--Streamline-Ultimate.svg,app-window,appWindow,generico,new,
App-Window-Check--Streamline-Ultimate.svg,app-window-check,appWindowCheck,generico,new,
App-Window-Clock--Streamline-Ultimate.svg,app-window-clock,appWindowClock,generico,new,
App-Window-Remove--Streamline-Ultimate.svg,app-window-remove,appWindowRemove,generico,new,
Apple-Logo--Streamline-Ultimate.svg,apple-logo,appleLogo,generico,new,
Apple-Pay--Streamline-Ultimate.svg,apple-pay,applePay,generico,new,
Archive--Streamline-Ultimate.svg,archive,archive,generico,new,
Arrange-Letter--Streamline-Ultimate.svg,arrange-letter,arrangeLetter,generico,new,
Arrange-Letter-Descending--Streamline-Ultimate.svg,arrange-letter-descending,arrangeLetterDescending,generico,new,
Arrange-Number--Streamline-Ultimate.svg,arrange-number,arrangeNumber,generico,new,
Arrange-Number-Descending--Streamline-Ultimate.svg,arrange-number-descending,arrangeNumberDescending,generico,new,
Arrow-Button-Down-1--Streamline-Ultimate.svg,arrow-button-down,arrowButtonDown,generico,new,
Arrow-Button-Left-1--Streamline-Ultimate.svg,arrow-button-left,arrowButtonLeft,generico,new,
Arrow-Button-Right-1--Streamline-Ultimate.svg,arrow-button-right,arrowButtonRight,generico,new,
Arrow-Button-Up-1--Streamline-Ultimate.svg,arrow-button-up,arrowButtonUp,generico,new,
Arrow-Circle-Down--Streamline-Ultimate.svg,arrow-circle-down,arrowCircleDown,generico,new,
Arrow-Circle-Left--Streamline-Ultimate.svg,arrow-circle-left,arrowCircleLeft,generico,new,
Arrow-Circle-Right--Streamline-Ultimate.svg,arrow-circle-right,arrowCircleRight,generico,new,
Arrow-Circle-Up--Streamline-Ultimate.svg,arrow-circle-up,arrowCircleUp,generico,new,
Arrow-Down--Streamline-Ultimate.svg,arrow-down,arrowDown,generico,new,
Arrow-Down-1--Streamline-Ultimate.svg,arrow-down-1,arrowDown1,generico,new,
Arrow-Left--Streamline-Ultimate.svg,arrow-left,arrowLeft,generico,new,
Arrow-Left-1--Streamline-Ultimate.svg,arrow-left-1,arrowLeft1,generico,new,
Arrow-Rectangle-Down--Streamline-Ultimate.svg,arrow-rectangle-down,arrowRectangleDown,generico,new,
Arrow-Rectangle-Left--Streamline-Ultimate.svg,arrow-rectangle-left,arrowRectangleLeft,generico,new,
Arrow-Rectangle-Right--Streamline-Ultimate.svg,arrow-rectangle-right,arrowRectangleRight,generico,new,
Arrow-Rectangle-Up--Streamline-Ultimate.svg,arrow-rectangle-up,arrowRectangleUp,generico,new,
Arrow-Right--Streamline-Ultimate.svg,arrow-right,arrowRight,generico,new,
Arrow-Right-1--Streamline-Ultimate.svg,arrow-right-1,arrowRight1,generico,new,
Arrow-Up--Streamline-Ultimate.svg,arrow-up,arrowUp,generico,new,
Arrow-Up-1--Streamline-Ultimate.svg,arrow-up-1,arrowUp1,generico,new,
Attach-Clipping-Add--Streamline-Ultimate.svg,attach-clipping-add,attachClippingAdd,generico,new,
Attach-Clipping-Remove--Streamline-Ultimate.svg,attach-clipping-remove,attachClippingRemove,generico,new,
Attachment--Streamline-Ultimate.svg,attachment,attachment,generico,new,
Audio-File--Streamline-Ultimate.svg,audio,audio,generico,new,
Audio-File-Add--Streamline-Ultimate.svg,audio-add,audioAdd,generico,new,
Audio-File-Cash--Streamline-Ultimate.svg,audio-cash,audioCash,generico,new,
Audio-File-Check--Streamline-Ultimate.svg,audio-check,audioCheck,generico,new,
Audio-File-Clock--Streamline-Ultimate.svg,audio-clock,audioClock,generico,new,
Audio-File-Disable--Streamline-Ultimate.svg,audio-disable,audioDisable,generico,new,
Audio-File-Download--Streamline-Ultimate.svg,audio-download,audioDownload,generico,new,
Audio-File-Edit--Streamline-Ultimate.svg,audio-edit,audioEdit,generico,new,
Audio-File-Information--Streamline-Ultimate.svg,audio-information,audioInformation,generico,new,
Audio-File-Lock--Streamline-Ultimate.svg,audio-lock,audioLock,generico,new,
Audio-File-Mp-3--Streamline-Ultimate.svg,audio-mp3,audioMp3,generico,new,
Audio-File-Question--Streamline-Ultimate.svg,audio-question,audioQuestion,generico,new,
Audio-File-Refresh--Streamline-Ultimate.svg,audio-refresh,audioRefresh,generico,new,
Audio-File-Remove--Streamline-Ultimate.svg,audio-remove,audioRemove,generico,new,
Audio-File-Search--Streamline-Ultimate.svg,audio-search,audioSearch,generico,new,
Audio-File-Settings--Streamline-Ultimate.svg,audio-settings,audioSettings,generico,new,
Audio-File-Share--Streamline-Ultimate.svg,audio-share,audioShare,generico,new,
Audio-File-Star--Streamline-Ultimate.svg,audio-star,audioStar,generico,new,
Audio-File-Subtract--Streamline-Ultimate.svg,audio-subtract,audioSubtract,generico,new,
Audio-File-Upload--Streamline-Ultimate.svg,audio-upload,audioUpload,generico,new,
Audio-File-Warning--Streamline-Ultimate.svg,audio-warning,audioWarning,generico,new,
Autopilot-Car-2--Streamline-Ultimate.svg,car-autopilot,carAutopilot,veiculo,new,Veículo autônomo/assistido
Avatar-Mine-Worker-Man--Streamline-Ultimate.svg,worker,worker,pessoas,new,Trabalhador de campo/instalador
Avatar-Soccer-Player--Streamline-Ultimate.svg,avatar-athlete,avatarAthlete,pessoas,new,Avatar atleta
Award-Badge-Star-1--Streamline-Ultimate.svg,award-badge-star,awardBadgeStar,generico,new,
Award-Medal-4--Streamline-Ultimate.svg,award-medal,awardMedal,generico,new,
Award-Trophy-Star-1--Streamline-Ultimate.svg,award-trophy-star,awardTrophyStar,generico,new,
Battery-Slash-No--Streamline-Ultimate.svg,battery-none,batteryNone,telemetria,new,Bateria desconectada
Bicycle--Streamline-Ultimate.svg,bicycle,bicycle,veiculo,new,Bicicleta
Bin-1--Streamline-Ultimate.svg,bin,bin,generico,new,
Bluetooth--Streamline-Ultimate.svg,bluetooth,bluetooth,conectividade,new,Bluetooth
Boat-Engine-1--Streamline-Ultimate.svg,boat,boat,veiculo,new,Embarcação
Book-Close-Bookmark--Streamline-Ultimate.svg,book-close-bookmark,bookCloseBookmark,generico,new,
Bookmark-3--Streamline-Ultimate.svg,bookmark,bookmark,generico,new,
Bookmark-Cancel-Delete--Streamline-Ultimate.svg,bookmark-cancel-delete,bookmarkCancelDelete,generico,new,
Building-1--Streamline-Ultimate.svg,building,building,generico,new,
Building-Cloudy--Streamline-Ultimate.svg,building-cloudy,buildingCloudy,generico,new,
Buildings-Modern--Streamline-Ultimate.svg,buildings-modern,buildingsModern,generico,new,
Bus-School--Streamline-Ultimate.svg,bus-school,busSchool,veiculo,new,Ônibus escolar
Business-Contract-Approve--Streamline-Ultimate.svg,business-contract-approve,businessContractApprove,generico,new,
Business-Deal-Handshake--Streamline-Ultimate.svg,business-deal-handshake,businessDealHandshake,generico,new,
Button-Pause--Streamline-Ultimate.svg,pause,pause,upgrade,upgrade,substitui pause
Button-Play--Streamline-Ultimate.svg,play,play,upgrade,upgrade,substitui play
Button-Stop--Streamline-Ultimate.svg,stop,stop,upgrade,upgrade,substitui stop
Cable-Zip-Tie-1--Streamline-Ultimate.svg,cable-tie,cableTie,instalacao,new,Abraçadeira (instalação)
Calendar--Streamline-Ultimate.svg,calendar,calendar,upgrade,upgrade,substitui calendar
Calendar-Add-1--Streamline-Ultimate.svg,calendar-add,calendarAdd,generico,new,
Calendar-Cash-1--Streamline-Ultimate.svg,calendar-cash,calendarCash,generico,new,
Calendar-Check-1--Streamline-Ultimate.svg,calendar-check,calendarCheck,generico,new,
Calendar-Clock--Streamline-Ultimate.svg,calendar-clock,calendarClock,generico,new,
Calendar-Disable-1--Streamline-Ultimate.svg,calendar-disable,calendarDisable,generico,new,
Calendar-Favorite-1--Streamline-Ultimate.svg,calendar-favorite,calendarFavorite,generico,new,
Calendar-Search-1--Streamline-Ultimate.svg,calendar-search,calendarSearch,generico,new,
Calendar-Setting--Streamline-Ultimate.svg,calendar-setting,calendarSetting,generico,new,
Calendar-Warning--Streamline-Ultimate.svg,calendar-warning,calendarWarning,generico,new,
Car-Dashboard-Manual--Streamline-Ultimate.svg,dashboard-gear,dashboardGear,telemetria,new,Marcha/manual
Car-Dashboard-Speed--Streamline-Ultimate.svg,dashboard-speed,dashboardSpeed,telemetria,new,Cluster de velocidade
Car-Dashboard-Steering--Streamline-Ultimate.svg,dashboard-steering,dashboardSteering,telemetria,new,Direção/volante
Car-Tool-Battery--Streamline-Ultimate.svg,car-battery,carBattery,telemetria,new,Bateria do veículo
Car-Type-Hatchback--Streamline-Ultimate.svg,car-hatchback,carHatchback,veiculo,new,Tipo de veículo (hatch); junto de car
Carplay-Connect-Car--Streamline-Ultimate.svg,car-carplay,carCarplay,veiculo,new,Conexão CarPlay do veículo
Carplay-Connect-Rectangle--Streamline-Ultimate.svg,carplay-connect-rectangle,carplayConnectRectangle,generico,new,
Cd-Partition--Streamline-Ultimate.svg,cd-partition,cdPartition,generico,new,
Cellular-Network-3-G--Streamline-Ultimate.svg,cellular-3g,cellular3g,conectividade,new,Geração celular 3G
Cellular-Network-4-G--Streamline-Ultimate.svg,cellular-4g,cellular4g,conectividade,new,Geração celular 4G
Cellular-Network-5-G--Streamline-Ultimate.svg,cellular-5g,cellular5g,conectividade,new,Geração celular 5G
Certified-Diploma--Streamline-Ultimate.svg,certified-diploma,certifiedDiploma,generico,new,
Certified-Ribbon-1--Streamline-Ultimate.svg,certified-ribbon,certifiedRibbon,generico,new,
Charging-Battery-Almost-Full--Streamline-Ultimate.svg,battery-almost-full,batteryAlmostFull,telemetria,new,Nível de bateria
Charging-Battery-Empty-1--Streamline-Ultimate.svg,battery-empty,batteryEmpty,telemetria,new,Nível de bateria
Charging-Battery-Low-1--Streamline-Ultimate.svg,battery-low,batteryLow,telemetria,new,Nível de bateria
Charging-Battery-Medium--Streamline-Ultimate.svg,battery-medium,batteryMedium,telemetria,new,Nível de bateria
Check-1--Streamline-Ultimate.svg,check,check,upgrade,upgrade,substitui check
Check-2--Streamline-Ultimate.svg,check-2,check2,generico,new,
Check-Badge--Streamline-Ultimate.svg,check-badge,checkBadge,generico,new,
Circle-Pad-Finger--Streamline-Ultimate.svg,circle-pad-finger,circlePadFinger,generico,new,
Close--Streamline-Ultimate.svg,close,close,generico,new,
Close-Eyes--Streamline-Ultimate.svg,close-eyes,closeEyes,generico,new,
Coding-Apps-Website-Apps-Browser--Streamline-Ultimate.svg,app-browser,appBrowser,generico,new,App no navegador
Coding-Apps-Website-Apps-Smartphone--Streamline-Ultimate.svg,app-mobile,appMobile,generico,new,App mobile
Coding-Apps-Website-Web-Dev-Api-Cloud--Streamline-Ultimate.svg,api-cloud,apiCloud,generico,new,API na nuvem
Cog--Streamline-Ultimate.svg,cog,cog,ui,new,Engrenagem; junto de settings
Command-Button-Keyboard--Streamline-Ultimate.svg,keyboard-command,keyboardCommand,generico,new,Tecla de comando
Common-File-Stack--Streamline-Ultimate.svg,file-stack,fileStack,generico,new,
Common-File-Text--Streamline-Ultimate.svg,file-text,fileText,generico,new,
Common-File-Text-Add--Streamline-Ultimate.svg,file-text-add,fileTextAdd,generico,new,
Common-File-Text-Cash--Streamline-Ultimate.svg,file-text-cash,fileTextCash,generico,new,
Common-File-Text-Check--Streamline-Ultimate.svg,file-text-check,fileTextCheck,generico,new,
Common-File-Text-Clock--Streamline-Ultimate.svg,file-text-clock,fileTextClock,generico,new,
Common-File-Text-Disable--Streamline-Ultimate.svg,file-text-disable,fileTextDisable,generico,new,
Common-File-Text-Download--Streamline-Ultimate.svg,file-text-download,fileTextDownload,generico,new,
Common-File-Text-Edit--Streamline-Ultimate.svg,file-text-edit,fileTextEdit,generico,new,
Common-File-Text-Info--Streamline-Ultimate.svg,file-text-info,fileTextInfo,generico,new,
Common-File-Text-Lock--Streamline-Ultimate.svg,file-text-lock,fileTextLock,generico,new,
Common-File-Text-Question--Streamline-Ultimate.svg,file-text-question,fileTextQuestion,generico,new,
Common-File-Text-Refresh--Streamline-Ultimate.svg,file-text-refresh,fileTextRefresh,generico,new,
Common-File-Text-Remove--Streamline-Ultimate.svg,file-text-remove,fileTextRemove,generico,new,
Common-File-Text-Search--Streamline-Ultimate.svg,file-text-search,fileTextSearch,generico,new,
Common-File-Text-Settings--Streamline-Ultimate.svg,file-text-settings,fileTextSettings,generico,new,
Common-File-Text-Share--Streamline-Ultimate.svg,file-text-share,fileTextShare,generico,new,
Common-File-Text-Star--Streamline-Ultimate.svg,file-text-star,fileTextStar,generico,new,
Common-File-Text-Subtract--Streamline-Ultimate.svg,file-text-subtract,fileTextSubtract,generico,new,
Common-File-Text-Upload--Streamline-Ultimate.svg,file-text-upload,fileTextUpload,generico,new,
Common-File-Text-Warning--Streamline-Ultimate.svg,file-text-warning,fileTextWarning,generico,new,
Common-File-Upload--Streamline-Ultimate.svg,file-upload,fileUpload,upgrade,upgrade,substitui file-upload
Common-File-Warning--Streamline-Ultimate.svg,file-warning,fileWarning,generico,new,
Compass-Arrow--Streamline-Ultimate.svg,compass,compass,rastreio,new,Bússola/heading
Compass-Direction--Streamline-Ultimate.svg,compass-direction,compassDirection,rastreio,new,Direção/bearing
Computer-Ai-Spark--Streamline-Ultimate.svg,computer-ai-spark,computerAiSpark,generico,new,
Computer-Bug--Streamline-Ultimate.svg,computer-bug,computerBug,generico,new,
Computer-Chip--Streamline-Ultimate.svg,chip,chip,hardware,new,Chip do rastreador
Computer-Chip-Core--Streamline-Ultimate.svg,chip-core,chipCore,hardware,new,Núcleo/processador
Computer-Ram--Streamline-Ultimate.svg,computer-ram,computerRam,generico,new,
Contact-Us-Faq--Streamline-Ultimate.svg,contact-us-faq,contactUsFaq,generico,new,
Conversation-Chat-1--Streamline-Ultimate.svg,conversation-chat,conversationChat,generico,new,
Conversation-Chat-Text--Streamline-Ultimate.svg,conversation-chat-text,conversationChatText,generico,new,
Copy-Files--Streamline-Ultimate.svg,copy-files,copyFiles,generico,new,
Copy-Paste--Streamline-Ultimate.svg,paste,paste,ui,new,Colar (paste)
Credit-Card-1--Streamline-Ultimate.svg,credit-card,creditCard,generico,new,
Credit-Card-Check--Streamline-Ultimate.svg,credit-card-check,creditCardCheck,generico,new,
Credit-Card-Remove--Streamline-Ultimate.svg,credit-card-remove,creditCardRemove,generico,new,
Cruise-Control--Streamline-Ultimate.svg,cruise-control,cruiseControl,telemetria,new,Piloto automático
Cursor-Hand--Streamline-Ultimate.svg,cursor-hand,cursorHand,generico,new,
Cursor-Select-Circle--Streamline-Ultimate.svg,cursor-select-circle,cursorSelectCircle,generico,new,
Cursor-Select-Frame--Streamline-Ultimate.svg,cursor-select-frame,cursorSelectFrame,generico,new,
Cursor-Select-Frame-1--Streamline-Ultimate.svg,cursor-select-frame-1,cursorSelectFrame1,generico,new,
Dashcam-1--Streamline-Ultimate.svg,dashcam,dashcam,video,new,Câmera veicular
Data-Transfer-Diagonal--Streamline-Ultimate.svg,data-transfer-diagonal,dataTransferDiagonal,generico,new,
Data-Transfer-Square-Diagonal--Streamline-Ultimate.svg,data-transfer-square-diagonal,dataTransferSquareDiagonal,generico,new,
Database-2--Streamline-Ultimate.svg,database,database,generico,new,
Database-Check--Streamline-Ultimate.svg,database-check,databaseCheck,generico,new,
Database-Clock--Streamline-Ultimate.svg,database-clock,databaseClock,generico,new,
Database-Remove--Streamline-Ultimate.svg,database-remove,databaseRemove,generico,new,
Discount-Square--Streamline-Ultimate.svg,discount-square,discountSquare,generico,new,
Discussion-Converstion--Streamline-Ultimate.svg,discussion,discussion,generico,new,Discussão/conversa
Dislike-2--Streamline-Ultimate.svg,thumbs-down,thumbsDown,upgrade,upgrade,substitui thumbs-down
Download-Bottom--Streamline-Ultimate.svg,download-bottom,downloadBottom,generico,new,
Download-Square-3--Streamline-Ultimate.svg,download-square,downloadSquare,generico,new,
Drawer-Download--Streamline-Ultimate.svg,drawer-download,drawerDownload,generico,new,
Drawer-Upload--Streamline-Ultimate.svg,drawer-upload,drawerUpload,generico,new,
Duplicate-1--Streamline-Ultimate.svg,copy,copy,upgrade,upgrade,substitui copy
Duplicate-File--Streamline-Ultimate.svg,duplicate-file,duplicateFile,generico,new,
Earth-1--Streamline-Ultimate.svg,earth,earth,rastreio,new,Globo
Earth-Locate--Streamline-Ultimate.svg,earth-locate,earthLocate,rastreio,new,Posicionamento global
Earth-Search--Streamline-Ultimate.svg,earth-search,earthSearch,rastreio,new,Busca global
Email-Action-Add--Streamline-Ultimate.svg,email-add,emailAdd,generico,new,
Email-Action-Check--Streamline-Ultimate.svg,email-check,emailCheck,generico,new,
Email-Action-Clock--Streamline-Ultimate.svg,email-clock,emailClock,generico,new,
Email-Action-Disable--Streamline-Ultimate.svg,email-disable,emailDisable,generico,new,
Email-Action-Download-1--Streamline-Ultimate.svg,email-download,emailDownload,generico,new,
Email-Action-Edit--Streamline-Ultimate.svg,email-edit,emailEdit,generico,new,
Email-Action-Lock--Streamline-Ultimate.svg,email-lock,emailLock,generico,new,
Email-Action-Remove--Streamline-Ultimate.svg,email-remove,emailRemove,generico,new,
Email-Action-Reply-2--Streamline-Ultimate.svg,email-reply,emailReply,generico,new,
Email-Action-Search--Streamline-Ultimate.svg,email-search,emailSearch,generico,new,
Email-Action-Send-2--Streamline-Ultimate.svg,email-send,emailSend,generico,new,
Email-Action-Settings--Streamline-Ultimate.svg,email-settings,emailSettings,generico,new,
Email-Action-Share--Streamline-Ultimate.svg,email-share,emailShare,generico,new,
Email-Action-Star--Streamline-Ultimate.svg,email-star,emailStar,generico,new,
Email-Action-Subtract--Streamline-Ultimate.svg,email-subtract,emailSubtract,generico,new,
Email-Action-Upload-1--Streamline-Ultimate.svg,email-upload,emailUpload,generico,new,
Email-Action-Warning--Streamline-Ultimate.svg,email-warning,emailWarning,generico,new,
Email-Sending-Circle--Streamline-Ultimate.svg,email-sending-circle,emailSendingCircle,generico,new,
Engine-Temperature-Warning--Streamline-Ultimate.svg,engine-temperature,engineTemperature,telemetria,new,Alerta temperatura do motor
Envelope--Streamline-Ultimate.svg,envelope,envelope,generico,new,
Envelope-Letter--Streamline-Ultimate.svg,envelope-letter,envelopeLetter,generico,new,
Facebook-Logo-1--Streamline-Ultimate.svg,facebook-logo,facebookLogo,generico,new,
Factory-Building-3--Streamline-Ultimate.svg,factory-building,factoryBuilding,generico,new,
Filter-3--Streamline-Ultimate.svg,filter,filter,generico,new,
Filter-Off-3--Streamline-Ultimate.svg,filter-off,filterOff,generico,new,
Filter-Sort-Lines-Ascending--Streamline-Ultimate.svg,filter-sort-lines-ascending,filterSortLinesAscending,generico,new,
Filter-Sort-Lines-Descending--Streamline-Ultimate.svg,filter-sort-lines-descending,filterSortLinesDescending,generico,new,
Flag-1--Streamline-Ultimate.svg,flag,flag,viagem,new,Início/flag genérica
Flag-Plain-2--Streamline-Ultimate.svg,flag-plain-2,flagPlain2,generico,new,
Flag-Plain-3--Streamline-Ultimate.svg,flag-plain-3,flagPlain3,generico,new,
Flag-Triangle--Streamline-Ultimate.svg,flag-finish,flagFinish,viagem,new,Chegada/fim de trajeto
Flash-1--Streamline-Ultimate.svg,flash,flash,generico,new,
Flash-Drive--Streamline-Ultimate.svg,flash-drive,flashDrive,generico,new,
Flash-Off--Streamline-Ultimate.svg,flash-off,flashOff,generico,new,
Floppy-Disk--Streamline-Ultimate.svg,floppy-disk,floppyDisk,generico,new,
Flutter-Logo--Streamline-Ultimate.svg,flutter-logo,flutterLogo,generico,new,
Folder-Add--Streamline-Ultimate.svg,folder-add,folderAdd,generico,new,
Folder-Cash--Streamline-Ultimate.svg,folder-cash,folderCash,generico,new,
Folder-Check--Streamline-Ultimate.svg,folder-check,folderCheck,generico,new,
Folder-Clock--Streamline-Ultimate.svg,folder-clock,folderClock,generico,new,
Folder-Disable--Streamline-Ultimate.svg,folder-disable,folderDisable,generico,new,
Folder-Download--Streamline-Ultimate.svg,folder-download,folderDownload,generico,new,
Folder-Edit--Streamline-Ultimate.svg,folder-edit,folderEdit,generico,new,
Folder-Empty--Streamline-Ultimate.svg,folder-empty,folderEmpty,generico,new,
Folder-Image--Streamline-Ultimate.svg,folder-image,folderImage,generico,new,
Folder-Lock--Streamline-Ultimate.svg,folder-lock,folderLock,generico,new,
Folder-Media--Streamline-Ultimate.svg,folder-media,folderMedia,generico,new,
Folder-Media-1--Streamline-Ultimate.svg,folder-media-1,folderMedia1,generico,new,
Folder-Music--Streamline-Ultimate.svg,folder-music,folderMusic,generico,new,
Folder-Music-1--Streamline-Ultimate.svg,folder-music-1,folderMusic1,generico,new,
Folder-Question--Streamline-Ultimate.svg,folder-question,folderQuestion,generico,new,
Folder-Remove--Streamline-Ultimate.svg,folder-remove,folderRemove,generico,new,
Folder-Search--Streamline-Ultimate.svg,folder-search,folderSearch,generico,new,
Folder-Settings--Streamline-Ultimate.svg,folder-settings,folderSettings,generico,new,
Folder-Share--Streamline-Ultimate.svg,folder-share,folderShare,generico,new,
Folder-Star--Streamline-Ultimate.svg,folder-star,folderStar,generico,new,
Folder-Subtract--Streamline-Ultimate.svg,folder-subtract,folderSubtract,generico,new,
Folder-Text--Streamline-Ultimate.svg,folder-text,folderText,generico,new,
Folder-Upload--Streamline-Ultimate.svg,folder-upload,folderUpload,generico,new,
Folder-Warning--Streamline-Ultimate.svg,folder-warning,folderWarning,generico,new,
Follower-1--Streamline-Ultimate.svg,follower-1,follower1,generico,new,
Follower-2--Streamline-Ultimate.svg,follower-2,follower2,generico,new,
Following-1--Streamline-Ultimate.svg,following-1,following1,generico,new,
Following-2--Streamline-Ultimate.svg,following-2,following2,generico,new,
Gas-Load--Streamline-Ultimate.svg,fuel-level,fuelLevel,telemetria,new,Nível de combustível; junto de gas
Gauge-Dashboard--Streamline-Ultimate.svg,gauge,gauge,telemetria,new,Medidor genérico
Gauge-Dashboard-1--Streamline-Ultimate.svg,gauge-alt,gaugeAlt,telemetria,new,Medidor (variante)
Gift-Box-1--Streamline-Ultimate.svg,gift-box,giftBox,generico,new,
Gift-Square-With-Bow--Streamline-Ultimate.svg,gift-square-with-bow,giftSquareWithBow,generico,new,
Github-Logo-1--Streamline-Ultimate.svg,github-logo,githubLogo,generico,new,
Global-Warming-High-Temperature--Streamline-Ultimate.svg,temperature-warning,temperatureWarning,telemetria,new,Aquecimento/alerta temperatura
Go-Backward-10-Control--Streamline-Ultimate.svg,backward-10,backward10,midia,new,Voltar 10s
Go-Backward-15-Control--Streamline-Ultimate.svg,backward-15,backward15,midia,new,Voltar 15s
Go-Backward-30-Control--Streamline-Ultimate.svg,backward-30,backward30,midia,new,Voltar 30s
Go-Backward-45-Control--Streamline-Ultimate.svg,backward-45,backward45,midia,new,Voltar 45s
Go-Backward-5-Control--Streamline-Ultimate.svg,backward-5,backward5,midia,new,Voltar 5s
Go-Backward-60-Control--Streamline-Ultimate.svg,backward-60,backward60,midia,new,Voltar 60s
Go-Forward-10-Control--Streamline-Ultimate.svg,forward-10,forward10,midia,new,Avançar 10s
Go-Forward-15-Control--Streamline-Ultimate.svg,forward-15,forward15,midia,new,Avançar 15s
Go-Forward-30-Control--Streamline-Ultimate.svg,forward-30,forward30,midia,new,Avançar 30s
Go-Forward-45-Control--Streamline-Ultimate.svg,forward-45,forward45,midia,new,Avançar 45s
Go-Forward-5-Control--Streamline-Ultimate.svg,forward-5,forward5,midia,new,Avançar 5s
Go-Forward-60-Control--Streamline-Ultimate.svg,forward-60,forward60,midia,new,Avançar 60s
Golang-Logo--Streamline-Ultimate.svg,golang-logo,golangLogo,generico,new,
Google-Cast-Logo--Streamline-Ultimate.svg,google-cast-logo,googleCastLogo,generico,new,
Google-Pay--Streamline-Ultimate.svg,google-pay,googlePay,generico,new,
Gps-Location-Compass--Streamline-Ultimate.svg,gps-compass,gpsCompass,rastreio,new,Direção/fix GPS
Gps-Location-Phone--Streamline-Ultimate.svg,gps-phone,gpsPhone,rastreio,new,GPS via celular
Graduation-Hat--Streamline-Ultimate.svg,graduation-hat,graduationHat,generico,new,
Graph-Stats--Streamline-Ultimate.svg,graph-stats,graphStats,generico,new,
Graph-Stats-Square--Streamline-Ultimate.svg,graph-stats-square,graphStatsSquare,generico,new,
Hammer-Wrench--Streamline-Ultimate.svg,tools,tools,manutencao,new,Kit de ferramentas
Hand-Drag--Streamline-Ultimate.svg,hand-drag,handDrag,generico,new,
Hand-Pointer-Down--Streamline-Ultimate.svg,hand-pointer-down,handPointerDown,generico,new,
Hand-Pointer-Left--Streamline-Ultimate.svg,hand-pointer-left,handPointerLeft,generico,new,
Hand-Pointer-Right--Streamline-Ultimate.svg,hand-pointer-right,handPointerRight,generico,new,
Hardware-Nut--Streamline-Ultimate.svg,nut,nut,manutencao,new,Porca/hardware
Hardware-Nut-Round--Streamline-Ultimate.svg,nut-round,nutRound,manutencao,new,Porca redonda
Hardware-Nuts--Streamline-Ultimate.svg,nuts,nuts,manutencao,new,Porcas
Hardware-Nuts-Round--Streamline-Ultimate.svg,nuts-round,nutsRound,manutencao,new,Porcas redondas
Headphones--Streamline-Ultimate.svg,headphones,headphones,generico,new,
Headphones-Customer-Support--Streamline-Ultimate.svg,support,support,upgrade,upgrade,substitui support
Headphones-Customer-Support-Human-1--Streamline-Ultimate.svg,headphones-support,headphonesSupport,suporte,new,Atendimento humano
Heavy-Equipment-Mortar-Truck-1--Streamline-Ultimate.svg,truck-mixer,truckMixer,veiculo,new,Equipamento pesado / betoneira
